BioSample,Assay_Type,Organism,Run,Sample_Name,individual,sex,tissue,BioProject
SAMN11245690,WGS,Poecilia wingei,SRR8785930,P.win._5M_H,4,male,head,PRJNA528814
SAMN11245691,WGS,Poecilia wingei,SRR8785769,P.win._6M_H,5,male,head,PRJNA528814
SAMN11245691,WGS,Poecilia wingei,SRR8785770,P.win._6M_H,5,male,head,PRJNA528814
SAMN11245691,WGS,Poecilia wingei,SRR8785771,P.win._6M_H,5,male,head,PRJNA528814
SAMN11245691,WGS,Poecilia wingei,SRR8785772,P.win._6M_H,5,male,head,PRJNA528814
SAMN11245691,WGS,Poecilia wingei,SRR8785773,P.win._6M_H,5,male,head,PRJNA528814
SAMN11245691,WGS,Poecilia wingei,SRR8785921,P.win._6M_H,5,male,head,PRJNA528814
SAMN11245691,WGS,Poecilia wingei,SRR8785922,P.win._6M_H,5,male,head,PRJNA528814
SAMN11245687,WGS,Poecilia wingei,SRR8785872,P.win._13F_H,1,female,head,PRJNA528814
SAMN11245687,WGS,Poecilia wingei,SRR8785873,P.win._13F_H,1,female,head,PRJNA528814
SAMN11245687,WGS,Poecilia wingei,SRR8785874,P.win._13F_H,1,female,head,PRJNA528814
SAMN11245687,WGS,Poecilia wingei,SRR8785875,P.win._13F_H,1,female,head,PRJNA528814
SAMN11245687,WGS,Poecilia wingei,SRR8785876,P.win._13F_H,1,female,head,PRJNA528814
SAMN11245687,WGS,Poecilia wingei,SRR8785877,P.win._13F_H,1,female,head,PRJNA528814
SAMN11245687,WGS,Poecilia wingei,SRR8785878,P.win._13F_H,1,female,head,PRJNA528814
SAMN11245692,WGS,Poecilia wingei,SRR8785743,P.win._7M_H,6,male,head,PRJNA528814
SAMN11245692,WGS,Poecilia wingei,SRR8785744,P.win._7M_H,6,male,head,PRJNA528814
SAMN11245692,WGS,Poecilia wingei,SRR8785764,P.win._7M_H,6,male,head,PRJNA528814
SAMN11245692,WGS,Poecilia wingei,SRR8785765,P.win._7M_H,6,male,head,PRJNA528814
SAMN11245692,WGS,Poecilia wingei,SRR8785766,P.win._7M_H,6,male,head,PRJNA528814
SAMN11245692,WGS,Poecilia wingei,SRR8785767,P.win._7M_H,6,male,head,PRJNA528814
SAMN11245692,WGS,Poecilia wingei,SRR8785768,P.win._7M_H,6,male,head,PRJNA528814
SAMN06036175,RNA-Seq,Poecilia reticulata,SRR5034729,Female_01_lab_RNA,none,female,tail,PRJNA353986
SAMN06036176,RNA-Seq,Poecilia reticulata,SRR5034741,Female_13_lab_RNA,none,female,tail,PRJNA353986
SAMN06036174,RNA-Seq,Poecilia reticulata,SRR5034749,Female_07_lab_RNA,none,female,tail,PRJNA353986
SAMN06036173,RNA-Seq,Poecilia reticulata,SRR5034756,Female_04_lab_RNA,none,female,tail,PRJNA353986
SAMN06036187,RNA-Seq,Poecilia reticulata,SRR5034717,Male_17_lab_RNA,none,male,tail,PRJNA353986
SAMN06036182,RNA-Seq,Poecilia reticulata,SRR5034720,Male_15_lab_RNA,none,male,tail,PRJNA353986
SAMN06036183,RNA-Seq,Poecilia reticulata,SRR5034723,Male_18_lab_RNA,none,male,tail,PRJNA353986
SAMN06036186,RNA-Seq,Poecilia reticulata,SRR5034733,Male_14_lab_RNA,none,male,tail,PRJNA353986
SAMN06036179,RNA-Seq,Poecilia reticulata,SRR5034735,Male_06_lab_RNA,none,male,tail,PRJNA353986
SAMN06036180,RNA-Seq,Poecilia reticulata,SRR5034740,Male_09_lab_RNA,none,male,tail,PRJNA353986
SAMN06036178,RNA-Seq,Poecilia reticulata,SRR5034742,Male_08_lab_RNA,none,male,tail,PRJNA353986
SAMN06036177,RNA-Seq,Poecilia reticulata,SRR5034744,Male_11_lab_RNA,none,male,tail,PRJNA353986
SAMN06036184,RNA-Seq,Poecilia reticulata,SRR5034747,Male_02_lab_RNA,none,male,tail,PRJNA353986
SAMN06036185,RNA-Seq,Poecilia reticulata,SRR5034751,Male_05_lab_RNA,none,male,tail,PRJNA353986
SAMN06036181,RNA-Seq,Poecilia reticulata,SRR5034754,Male_12_lab_RNA,none,male,tail,PRJNA353986
SAMN06036146,WGS,Poecilia reticulata,SRR5034730,Female_07_lab,none,female,head,PRJNA353986
SAMN06036145,WGS,Poecilia reticulata,SRR5034743,Female_04_lab,none,female,head,PRJNA353986
SAMN06036149,WGS,Poecilia reticulata,SRR5034718,Male_J001_Aripo_high,none,male,head,PRJNA353986
SAMN06036166,WGS,Poecilia reticulata,SRR5034719,Male_J042_Yarra_high,none,male,head,PRJNA353986
SAMN06036154,WGS,Poecilia reticulata,SRR5034721,Male_J013_Yarra_low,none,male,head,PRJNA353986
SAMN06036152,WGS,Poecilia reticulata,SRR5034722,Male_J005_Aripo_high,none,male,head,PRJNA353986
SAMN06036155,WGS,Poecilia reticulata,SRR5034724,Male_J014_Yarra_low,none,male,head,PRJNA353986
SAMN06036157,WGS,Poecilia reticulata,SRR5034725,Male_J016_Quare_high,none,male,head,PRJNA353986
SAMN06036168,WGS,Poecilia reticulata,SRR5034726,Male_J044_Yarra_high,none,male,head,PRJNA353986
SAMN06036162,WGS,Poecilia reticulata,SRR5034727,Male_J033_Aripo_low,none,male,head,PRJNA353986
SAMN06036156,WGS,Poecilia reticulata,SRR5034728,Male_J015_Yarra_low,none,male,head,PRJNA353986
SAMN06036172,WGS,Poecilia reticulata,SRR5034731,Male_J054_Quare_low,none,male,head,PRJNA353986
SAMN06036170,WGS,Poecilia reticulata,SRR5034732,Male_J052_Quare_low,none,male,head,PRJNA353986
SAMN06036151,WGS,Poecilia reticulata,SRR5034734,Male_J004_Aripo_high,none,male,head,PRJNA353986
SAMN06036164,WGS,Poecilia reticulata,SRR5034736,Male_J035_Aripo_low,none,male,head,PRJNA353986
SAMN06036163,WGS,Poecilia reticulata,SRR5034737,Male_J034_Aripo_low,none,male,head,PRJNA353986
SAMN06036148,WGS,Poecilia reticulata,SRR5034738,Male_08_lab,none,male,head,PRJNA353986
SAMN06036150,WGS,Poecilia reticulata,SRR5034739,Male_J003_Aripo_high,none,male,head,PRJNA353986
SAMN06036147,WGS,Poecilia reticulata,SRR5034745,Male_11_lab,none,male,head,PRJNA353986
SAMN06036167,WGS,Poecilia reticulata,SRR5034746,Male_J043_Yarra_high,none,male,head,PRJNA353986
SAMN06036165,WGS,Poecilia reticulata,SRR5034748,Male_J041_Yarra_high,none,male,head,PRJNA353986
SAMN06036171,WGS,Poecilia reticulata,SRR5034750,Male_J053_Quare_low,none,male,head,PRJNA353986
SAMN06036169,WGS,Poecilia reticulata,SRR5034752,Male_J051_Quare_low,none,male,head,PRJNA353986
SAMN06036158,WGS,Poecilia reticulata,SRR5034753,Male_J017_Quare_high,none,male,head,PRJNA353986
SAMN06036153,WGS,Poecilia reticulata,SRR5034755,Male_J012_Yarra_low,none,male,head,PRJNA353986
SAMN06036160,WGS,Poecilia reticulata,SRR5034757,Male_J020_Quare_high,none,male,head,PRJNA353986
SAMN06036161,WGS,Poecilia reticulata,SRR5034758,Male_J032_Aripo_low,none,male,head,PRJNA353986
SAMN06036159,WGS,Poecilia reticulata,SRR5034759,Male_J019_Quare_high,none,male,head,PRJNA353986
